row,name,acronym,id,atlas_id,parent_structure_id,parent_name,parent_acronym,voxels_in_structure
1231,ventral tegmental decussation,vtd,397,615,863,rubrospinal tract,rust,2380
1232,rubroreticular tract,rrt,221,593,863,rubrospinal tract,rust,0
1233,central tegmental bundle,ctb,736,657,1000,extrapyramidal fiber systems,eps,0
1234,retriculospinal tract,rst,855,672,1000,extrapyramidal fiber systems,eps,0
1235,"retriculospinal tract, lateral part",rstl,205,591,855,retriculospinal tract,rst,0
1236,"retriculospinal tract, medial part",rstm,213,592,855,retriculospinal tract,rst,0
1237,vestibulospinal pathway,vsp,941,683,1000,extrapyramidal fiber systems,eps,0
1238,medial forebrain bundle system,mfbs,991,689,1009,fiber tracts,fiber tracts,0
1239,cerebrum related,mfbc,768,661,991,medial forebrain bundle system,mfbs,0
1240,amygdalar capsule,amc,884,534,768,cerebrum related,mfbc,10521
1241,ansa peduncularis,apd,892,535,768,cerebrum related,mfbc,0
1242,"anterior commissure, temporal limb",act,908,537,768,cerebrum related,mfbc,13607
1243,cingulum bundle,cing,940,541,768,cerebrum related,mfbc,80922
1244,fornix system,fxs,1099,561,768,cerebrum related,mfbc,0
1245,alveus,alv,466,482,1099,fornix system,fxs,89379
1246,dorsal fornix,df,530,490,1099,fornix system,fxs,2395
1247,fimbria,fi,603,499,1099,fornix system,fxs,96935
1248,"precommissural fornix, general",fxprg,745,517,1099,fornix system,fxs,0
1249,precommissural fornix diagonal band,db,420,476,745,"precommissural fornix, general",fxprg,0
1250,postcommissural fornix,fxpo,737,516,1099,fornix system,fxs,0
1251,medial corticohypothalamic tract,mct,428,477,737,postcommissural fornix,fxpo,522
1252,columns of the fornix,fx,436,478,737,postcommissural fornix,fxpo,17218
1253,hippocampal commissures,hc,618,501,1099,fornix system,fxs,0
1254,dorsal hippocampal commissure,dhc,443,479,618,hippocampal commissures,hc,61033
1255,ventral hippocampal commissure,vhc,449,480,618,hippocampal commissures,hc,4226
1256,perforant path,per,713,513,1099,fornix system,fxs,0
1257,angular path,ab,474,483,1099,fornix system,fxs,0
1258,longitudinal association bundle,lab,37,570,768,cerebrum related,mfbc,0
1259,stria terminalis,st,301,603,768,cerebrum related,mfbc,19601
1260,commissural branch of stria terminalis,stc,484682528,,301,,,341505
1261,hypothalamus related,mfsbshy,824,668,991,medial forebrain bundle system,mfbs,0
1262,medial forebrain bundle,mfb,54,572,824,hypothalamus related,mfsbshy,3186
1263,ventrolateral hypothalamic tract,vlt,405,616,824,hypothalamus related,mfsbshy,0
1264,preoptic commissure,poc,174,587,824,hypothalamus related,mfsbshy,0
1265,supraoptic commissures,sup,349,609,824,hypothalamus related,mfsbshy,1672
1266,"supraoptic commissures, anterior",supa,817,526,349,supraoptic commissures,sup,0
1267,"supraoptic commissures, dorsal",supd,825,527,349,supraoptic commissures,sup,0
1268,"supraoptic commissures, ventral",supv,833,528,349,supraoptic commissures,sup,0
1269,premammillary commissure,pmx,166,586,824,hypothalamus related,mfsbshy,0
1270,supramammillary decussation,smd,341,608,824,hypothalamus related,mfsbshy,0
1271,propriohypothalamic pathways,php,182,588,824,hypothalamus related,mfsbshy,0
1272,"propriohypothalamic pathways, dorsal",phpd,762,519,182,propriohypothalamic pathways,php,0
1273,"propriohypothalamic pathways, lateral",phpl,770,520,182,propriohypothalamic pathways,php,0
1274,"propriohypothalamic pathways, medial",phpm,779,521,182,propriohypothalamic pathways,php,0
1275,"propriohypothalamic pathways, ventral",phpv,787,522,182,propriohypothalamic pathways,php,0
1276,periventricular bundle of the hypothalamus,pvbh,150,584,824,hypothalamus related,mfsbshy,0
1277,mammillary related,mfbsma,46,571,824,hypothalamus related,mfsbshy,0
1278,principal mammillary tract,pm,753,518,46,mammillary related,mfbsma,2127
1279,mammillothalamic tract,mtt,690,510,46,mammillary related,mfbsma,8280
1280,mammillotegmental tract,mtg,681,509,46,mammillary related,mfbsma,4241
1281,mammillary peduncle,mp,673,508,46,mammillary related,mfbsma,2062
1282,dorsal thalamus related,mfbst,1068,557,824,hypothalamus related,mfsbshy,0
1283,periventricular bundle of the thalamus,pvbt,722,514,1068,dorsal thalamus related,mfbst,0
1284,epithalamus related,mfbse,1083,559,824,hypothalamus related,mfsbshy,0
1285,stria medullaris,sm,802,524,1083,epithalamus related,mfbse,17293
1286,fasciculus retroflexus,fr,595,498,1083,epithalamus related,mfbse,10681
1287,habenular commissure,hbc,611,500,1083,epithalamus related,mfbse,3041
1288,pineal stalk,PIS,730,515,1083,epithalamus related,mfbse,0
1289,midbrain related,mfbsm,70,574,824,hypothalamus related,mfsbshy,0
1290,dorsal longitudinal fascicle,dlf,547,492,70,midbrain related,mfbsm,0
1291,dorsal tegmental tract,dtt,563,494,70,midbrain related,mfbsm,0
1292,ventricular systems,VS,73,716,997,root,root,0
1293,lateral ventricle,VL,81,717,73,ventricular systems,VS,135596
1294,rhinocele,RC,89,718,81,lateral ventricle,VL,0
1295,subependymal zone,SEZ,98,719,81,lateral ventricle,VL,8738
1296,choroid plexus,chpl,108,720,81,lateral ventricle,VL,92456
1297,choroid fissure,chfl,116,721,81,lateral ventricle,VL,0
1298,interventricular foramen,IVF,124,722,73,ventricular systems,VS,0
1299,third ventricle,V3,129,723,73,ventricular systems,VS,57603
1300,cerebral aqueduct,AQ,140,724,73,ventricular systems,VS,25997
1301,fourth ventricle,V4,145,725,73,ventricular systems,VS,32104
1302,lateral recess,V4r,153,726,145,fourth ventricle,V4,29653
1303,"central canal, spinal cord/medulla",c,164,727,73,ventricular systems,VS,31
1304,grooves,grv,1024,693,997,root,root,0
1305,grooves of the cerebral cortex,grv of CTX,1032,694,1024,grooves,grv,0
1306,endorhinal groove,eg,1055,697,1032,grooves of the cerebral cortex,grv of CTX,0
1307,hippocampal fissure,hf,1063,698,1032,grooves of the cerebral cortex,grv of CTX,0
1308,rhinal fissure,rf,1071,699,1032,grooves of the cerebral cortex,grv of CTX,0
1309,rhinal incisure,ri,1078,700,1032,grooves of the cerebral cortex,grv of CTX,0
1310,grooves of the cerebellar cortex,grv of CBX,1040,695,1024,grooves,grv,0
1311,precentral fissure,pce,1087,701,1040,grooves of the cerebellar cortex,grv of CBX,0
1312,preculminate fissure,pcf,1095,702,1040,grooves of the cerebellar cortex,grv of CBX,0
1313,primary fissure,pri,1103,703,1040,grooves of the cerebellar cortex,grv of CBX,0
1314,posterior superior fissure,psf,1112,704,1040,grooves of the cerebellar cortex,grv of CBX,0
1315,prepyramidal fissure,ppf,1119,705,1040,grooves of the cerebellar cortex,grv of CBX,0
1316,secondary fissure,sec,3,707,1040,grooves of the cerebellar cortex,grv of CBX,0
1317,posterolateral fissure,plf,11,708,1040,grooves of the cerebellar cortex,grv of CBX,0
1318,nodular fissure,nf,18,709,1040,grooves of the cerebellar cortex,grv of CBX,0
1319,simple fissure,sif,25,710,1040,grooves of the cerebellar cortex,grv of CBX,0
1320,intercrural fissure,icf,34,711,1040,grooves of the cerebellar cortex,grv of CBX,0
1321,ansoparamedian fissure,apf,43,712,1040,grooves of the cerebellar cortex,grv of CBX,0
1322,intraparafloccular fissure,ipf,49,713,1040,grooves of the cerebellar cortex,grv of CBX,0
1323,paramedian sulcus,pms,57,714,1040,grooves of the cerebellar cortex,grv of CBX,0
1324,parafloccular sulcus,pfs,65,715,1040,grooves of the cerebellar cortex,grv of CBX,0
1325,Interpeduncular fossa,IPF,624,926,1024,grooves,grv,0
1326,retina,retina,304325711,,997,,,0
