,name,acronym,id,reassigned_id,parent_structure_id,parent_name,parent_acronym,fullname
973,Dorsal motor nucleus of the vagus nerve,DMX,839,974,370.0,"Medulla, motor related",MY-mot,DMX: Dorsal motor nucleus of the vagus nerve
1105,olfactory nerve,In,840,1106,967.0,cranial nerves,cm,In: olfactory nerve
1137,trapezoid body,tb,841,1138,948.0,cochlear nerve,cVIIIn,tb: trapezoid body
810,"Superior colliculus, superficial gray layer",SCsg,842,811,302.0,"Superior colliculus, sensory related",SCs,"SCsg: Superior colliculus, superficial gray layer"
523,Parasubiculum,PAR,843,524,822.0,Retrohippocampal region,RHP,PAR: Parasubiculum
22,"Primary motor area, Layer 6a",MOp6a,844,23,985.0,Primary motor area,MOp,"MOp6a: Primary motor area, Layer 6a"
538,"Subiculum, dorsal part, pyramidal layer",SUBd-sp,845,539,509.0,"Subiculum, dorsal part",SUBd,"SUBd-sp: Subiculum, dorsal part, pyramidal layer"
1099,Dentate nucleus,DN,846,1100,519.0,Cerebellar nuclei,CBN,DN: Dentate nucleus
140,"Primary auditory area, layer 5",AUDp5,847,141,1002.0,Primary auditory area,AUDp,"AUDp5: Primary auditory area, layer 5"
1112,optic nerve,IIn,848,1113,967.0,cranial nerves,cm,IIn: optic nerve
120,"Visceral area, layer 6b",VISC6b,849,121,677.0,Visceral area,VISC,"VISC6b: Visceral area, layer 6b"
1177,uncinate fascicle,uf,850,1178,326.0,superior cerebelar peduncles,scp,uf: uncinate fascicle
809,"Superior colliculus, optic layer",SCop,851,810,302.0,"Superior colliculus, sensory related",SCs,"SCop: Superior colliculus, optic layer"
988,Parvicellular reticular nucleus,PARN,852,989,370.0,"Medulla, motor related",MY-mot,PARN: Parvicellular reticular nucleus
541,"Subiculum, ventral part, molecular layer",SUBv-m,853,542,518.0,"Subiculum, ventral part",SUBv,"SUBv-m: Subiculum, ventral part, molecular layer"
81,"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3,854,82,369.0,"Primary somatosensory area, upper limb",SSp-ul,"SSp-ul2/3: Primary somatosensory area, upper limb, layer 2/3"
1234,retriculospinal tract,rst,855,1235,1000.0,extrapyramidal fiber systems,eps,rst: retriculospinal tract
666,"Thalamus, polymodal association cortex related",DORpm,856,667,549.0,Thalamus,TH,"DORpm: Thalamus, polymodal association cortex related"
119,"Visceral area, layer 6a",VISC6a,857,120,677.0,Visceral area,VISC,"VISC6a: Visceral area, layer 6a"
1153,ventral commissure of the spinal cord,vc,858,1154,932.0,cervicothalamic tract,cett,vc: ventral commissure of the spinal cord
989,Parasolitary nucleus,PAS,859,990,370.0,"Medulla, motor related",MY-mot,PAS: Parasolitary nucleus
893,"Parabrachial nucleus, lateral division, central lateral part",PBlc,860,894,881.0,"Parabrachial nucleus, lateral division",PBl,"PBlc: Parabrachial nucleus, lateral division, central lateral part"
543,"Subiculum, ventral part, stratum radiatum",SUBv-sr,861,544,518.0,"Subiculum, ventral part",SUBv,"SUBv-sr: Subiculum, ventral part, stratum radiatum"
105,"Supplemental somatosensory area, layer 6a",SSs6a,862,106,378.0,Supplemental somatosensory area,SSs,"SSs6a: Supplemental somatosensory area, layer 6a"
1230,rubrospinal tract,rust,863,1231,1000.0,extrapyramidal fiber systems,eps,rust: rubrospinal tract
642,"Thalamus, sensory-motor cortex related",DORsm,864,643,549.0,Thalamus,TH,"DORsm: Thalamus, sensory-motor cortex related"
40,"Primary somatosensory area, layer 4",SSp4,865,41,322.0,Primary somatosensory area,SSp,"SSp4: Primary somatosensory area, layer 4"
1178,ventral spinocerebellar tract,sctv,866,1179,326.0,superior cerebelar peduncles,scp,sctv: ventral spinocerebellar tract
890,Parabrachial nucleus,PB,867,891,1132.0,"Pons, sensory related",P-sen,PB: Parabrachial nucleus
894,"Parabrachial nucleus, lateral division, dorsal lateral part",PBld,868,895,881.0,"Parabrachial nucleus, lateral division",PBl,"PBld: Parabrachial nucleus, lateral division, dorsal lateral part"
195,"Posterolateral visual area, layer 4",VISpl4,869,196,425.0,Posterolateral visual area,VISpl,"VISpl4: Posterolateral visual area, layer 4"
542,"Subiculum, ventral part, pyramidal layer",SUBv-sp,870,543,518.0,"Subiculum, ventral part",SUBv,"SUBv-sp: Subiculum, ventral part, pyramidal layer"
1160,spinothalamic tract,sst,871,1161,967.0,cranial nerves,cm,sst: spinothalamic tract
881,Dorsal nucleus raphe,DR,872,882,165.0,Midbrain raphe nuclei,RAmb,DR: Dorsal nucleus raphe
101,"Supplemental somatosensory area, layer 1",SSs1,873,102,378.0,Supplemental somatosensory area,SSs,"SSs1: Supplemental somatosensory area, layer 1"
818,Parabigeminal nucleus,PBG,874,819,339.0,"Midbrain, sensory related",MBsen,PBG: Parabigeminal nucleus
895,"Parabrachial nucleus, lateral division, external lateral part",PBle,875,896,881.0,"Parabrachial nucleus, lateral division",PBl,"PBle: Parabrachial nucleus, lateral division, external lateral part"
1113,accessory optic tract,aot,876,1114,848.0,optic nerve,IIn,aot: accessory optic tract
1226,tectospinal pathway,tsp,877,1227,1000.0,extrapyramidal fiber systems,eps,tsp: tectospinal pathway
73,"Primary somatosensory area, mouth, layer 1",SSp-m1,878,74,345.0,"Primary somatosensory area, mouth",SSp-m,"SSp-m1: Primary somatosensory area, mouth, layer 1"
325,"Retrosplenial area, dorsal part",RSPd,879,326,254.0,Retrosplenial area,RSP,"RSPd: Retrosplenial area, dorsal part"
908,Dorsal tegmental nucleus,DTN,880,909,987.0,"Pons, motor related",P-mot,DTN: Dorsal tegmental nucleus
892,"Parabrachial nucleus, lateral division",PBl,881,893,867.0,Parabrachial nucleus,PB,"PBl: Parabrachial nucleus, lateral division"
23,"Primary motor area, Layer 6b",MOp6b,882,24,985.0,Primary motor area,MOp,"MOp6b: Primary motor area, Layer 6b"
896,"Parabrachial nucleus, lateral division, superior lateral part",PBls,883,897,881.0,"Parabrachial nucleus, lateral division",PBl,"PBls: Parabrachial nucleus, lateral division, superior lateral part"
1240,amygdalar capsule,amc,884,1241,768.0,cerebrum related,mfbc,amc: amygdalar capsule
1103,terminal nerve,tn,885,1104,967.0,cranial nerves,cm,tn: terminal nerve
332,"Retrosplenial area, ventral part",RSPv,886,333,254.0,Retrosplenial area,RSP,"RSPv: Retrosplenial area, ventral part"
974,Efferent cochlear group,ECO,887,975,370.0,"Medulla, motor related",MY-mot,ECO: Efferent cochlear group
369,"Perirhinal area, layer 2/3",PERI2/3,888,370,922.0,Perirhinal area,PERI,"PERI2/3: Perirhinal area, layer 2/3"
49,"Primary somatosensory area, nose, layer 6a",SSp-n6a,889,50,353.0,"Primary somatosensory area, nose",SSp-n,"SSp-n6a: Primary somatosensory area, nose, layer 6a"
898,"Parabrachial nucleus, medial division",PBm,890,899,867.0,Parabrachial nucleus,PB,"PBm: Parabrachial nucleus, medial division"
897,"Parabrachial nucleus, lateral division, ventral lateral part",PBlv,891,898,881.0,"Parabrachial nucleus, lateral division",PBl,"PBlv: Parabrachial nucleus, lateral division, ventral lateral part"
1241,ansa peduncularis,apd,892,1242,768.0,cerebrum related,mfbc,apd: ansa peduncularis
106,"Supplemental somatosensory area, layer 6b",SSs6b,893,107,378.0,Supplemental somatosensory area,SSs,"SSs6b: Supplemental somatosensory area, layer 6b"
298,"Retrosplenial area, lateral agranular part",RSPagl,894,299,254.0,Retrosplenial area,RSP,"RSPagl: Retrosplenial area, lateral agranular part"
373,Ectorhinal area,ECT,895,374,315.0,Isocortex,Isocortex,ECT: Ectorhinal area
1211,thalamus related,lfbst,896,1212,983.0,lateral forebrain bundle system,lfbs,lfbst: thalamus related
115,"Visceral area, layer 1",VISC1,897,116,677.0,Visceral area,VISC,"VISC1: Visceral area, layer 1"
911,Pontine central gray,PCG,898,912,987.0,"Pons, motor related",P-mot,PCG: Pontine central gray
899,"Parabrachial nucleus, medial division, external medial part",PBme,899,900,890.0,"Parabrachial nucleus, medial division",PBm,"PBme: Parabrachial nucleus, medial division, external medial part"
1111,"anterior commissure, olfactory limb",aco,900,1112,840.0,olfactory nerve,In,"aco: anterior commissure, olfactory limb"
1125,trigeminal nerve,Vn,901,1126,967.0,cranial nerves,cm,Vn: trigeminal nerve
196,"Posterolateral visual area, layer 5",VISpl5,902,197,425.0,Posterolateral visual area,VISpl,"VISpl5: Posterolateral visual area, layer 5"
946,External cuneate nucleus,ECU,903,947,386.0,"Medulla, sensory related",MY-sen,ECU: External cuneate nucleus
616,Medial septal complex,MSC,904,617,826.0,"Pallidum, medial region",PALm,MSC: Medial septal complex
166,"Anterolateral visual area, layer 2/3",VISal2/3,905,167,402.0,Anterolateral visual area,VISal,"VISal2/3: Anterolateral visual area, layer 2/3"
302,"Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a,906,303,894.0,"Retrosplenial area, lateral agranular part",RSPagl,"RSPagl6a: Retrosplenial area, lateral agranular part, layer 6a"
699,Paracentral nucleus,PCN,907,700,51.0,Intralaminar nuclei of the dorsal thalamus,ILM,PCN: Paracentral nucleus
1242,"anterior commissure, temporal limb",act,908,1243,768.0,cerebrum related,mfbc,"act: anterior commissure, temporal limb"
493,Entorhinal area,ENT,909,494,822.0,Retrohippocampal region,RHP,ENT: Entorhinal area
269,"Orbital area, medial part, layer 6a",ORBm6a,910,270,731.0,"Orbital area, medial part",ORBm,"ORBm6a: Orbital area, medial part, layer 6a"
1122,trochlear nerve,IVn,911,1123,967.0,cranial nerves,cm,IVn: trochlear nerve
1020,Lingula (I),LING,912,1021,645.0,Vermal regions,VERM,LING: Lingula (I)
160,"Visual areas, layer 4",VIS4,913,161,669.0,Visual areas,VIS,"VIS4: Visual areas, layer 4"
746,Posterodorsal preoptic nucleus,PD,914,747,141.0,Periventricular region,PVR,PD: Posterodorsal preoptic nucleus
900,"Parabrachial nucleus, medial division, medial medial part",PBmm,915,901,890.0,"Parabrachial nucleus, medial division",PBm,"PBmm: Parabrachial nucleus, medial division, medial medial part"
1114,brachium of the superior colliculus,bsc,916,1115,848.0,optic nerve,IIn,bsc: brachium of the superior colliculus
1144,vagus nerve,Xn,917,1145,967.0,cranial nerves,cm,Xn: vagus nerve
494,"Entorhinal area, lateral part",ENTl,918,495,909.0,Entorhinal area,ENT,"ENTl: Entorhinal area, lateral part"
230,"Anterior cingulate area, dorsal part, layer 6a",ACAd6a,919,231,39.0,"Anterior cingulate area, dorsal part",ACAd,"ACAd6a: Anterior cingulate area, dorsal part, layer 6a"
1024,Central lobule,CENT,920,1025,645.0,Vermal regions,VERM,CENT: Central lobule
41,"Primary somatosensory area, layer 5",SSp5,921,42,322.0,Primary somatosensory area,SSp,"SSp5: Primary somatosensory area, layer 5"
367,Perirhinal area,PERI,922,368,315.0,Isocortex,Isocortex,PERI: Perirhinal area
901,"Parabrachial nucleus, medial division, ventral medial part",PBmv,923,902,890.0,"Parabrachial nucleus, medial division",PBm,"PBmv: Parabrachial nucleus, medial division, ventral medial part"
1202,cerebal peduncle,cpd,924,1203,784.0,corticospinal tract,cst,cpd: cerebal peduncle
1148,ventral roots,vrt,925,1149,967.0,cranial nerves,cm,vrt: ventral roots
507,"Entorhinal area, medial part, dorsal zone",ENTm,926,508,909.0,Entorhinal area,ENT,"ENTm: Entorhinal area, medial part, dorsal zone"
231,"Anterior cingulate area, dorsal part, layer 6b",ACAd6b,927,232,39.0,"Anterior cingulate area, dorsal part",ACAd,"ACAd6b: Anterior cingulate area, dorsal part, layer 6b"
1033,Culmen,CUL,928,1034,645.0,Vermal regions,VERM,CUL: Culmen
50,"Primary somatosensory area, nose, layer 6b",SSp-n6b,929,51,353.0,"Primary somatosensory area, nose",SSp-n,"SSp-n6b: Primary somatosensory area, nose, layer 6b"
701,Parafascicular nucleus,PF,930,702,51.0,Intralaminar nuclei of the dorsal thalamus,ILM,PF: Parafascicular nucleus
912,Pontine gray,PG,931,913,987.0,"Pons, motor related",P-mot,PG: Pontine gray
1150,cervicothalamic tract,cett,932,1151,792.0,dorsal roots,drt,cett: cervicothalamic tract
1133,vestibulocochlear nerve,VIIIn,933,1134,967.0,cranial nerves,cm,VIIIn: vestibulocochlear nerve
517,"Entorhinal area, medial part, ventral zone",ENTmv,934,518,909.0,Entorhinal area,ENT,"ENTmv: Entorhinal area, medial part, ventral zone"
227,"Anterior cingulate area, dorsal part, layer 1",ACAd1,935,228,39.0,"Anterior cingulate area, dorsal part",ACAd,"ACAd1: Anterior cingulate area, dorsal part, layer 1"
1046,Declive (VI),DEC,936,1047,645.0,Vermal regions,VERM,DEC: Declive (VI)
161,"Visual areas, layer 5",VIS5,937,162,669.0,Visual areas,VIS,"VIS5: Visual areas, layer 5"
990,Paragigantocellular reticular nucleus,PGRN,938,991,370.0,"Medulla, motor related",MY-mot,PGRN: Paragigantocellular reticular nucleus
971,"Nucleus ambiguus, dorsal division",AMBd,939,972,135.0,Nucleus ambiguus,AMB,"AMBd: Nucleus ambiguus, dorsal division"
1243,cingulum bundle,cing,940,1244,768.0,cerebrum related,mfbc,cing: cingulum bundle
1237,vestibulospinal pathway,vsp,941,1238,1000.0,extrapyramidal fiber systems,eps,vsp: vestibulospinal pathway
558,Endopiriform nucleus,EP,942,559,703.0,Cortical subplate,CTXsp,EP: Endopiriform nucleus
20,"Primary motor area, Layer 2/3",MOp2/3,943,21,985.0,Primary motor area,MOp,"MOp2/3: Primary motor area, Layer 2/3"
1050,Folium-tuber vermis (VII),FOTU,944,1051,645.0,Vermal regions,VERM,FOTU: Folium-tuber vermis (VII)
84,"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a,945,85,369.0,"Primary somatosensory area, upper limb",SSp-ul,"SSp-ul6a: Primary somatosensory area, upper limb, layer 6a"
792,Posterior hypothalamic nucleus,PH,946,793,467.0,Hypothalamic medial zone,MEZ,PH: Posterior hypothalamic nucleus
17,"Somatomotor areas, Layer 6b",MO6b,947,18,500.0,Somatomotor areas,MO,"MO6b: Somatomotor areas, Layer 6b"
1136,cochlear nerve,cVIIIn,948,1137,933.0,vestibulocochlear nerve,VIIIn,cVIIIn: cochlear nerve
1104,vomeronasal nerve,von,949,1105,967.0,cranial nerves,cm,von: vomeronasal nerve
75,"Primary somatosensory area, mouth, layer 4",SSp-m4,950,76,345.0,"Primary somatosensory area, mouth",SSp-m,"SSp-m4: Primary somatosensory area, mouth, layer 4"
1054,Pyramus (VIII),PYR,951,1055,645.0,Vermal regions,VERM,PYR: Pyramus (VIII)
559,"Endopiriform nucleus, dorsal part",EPd,952,560,942.0,Endopiriform nucleus,EP,"EPd: Endopiriform nucleus, dorsal part"
714,Pineal body,PIN,953,715,958.0,Epithalamus,EPI,PIN: Pineal body
141,"Primary auditory area, layer 6a",AUDp6a,954,142,1002.0,Primary auditory area,AUDp,"AUDp6a: Primary auditory area, layer 6a"
982,"Lateral reticular nucleus, magnocellular part",LRNm,955,983,235.0,Lateral reticular nucleus,LRN,"LRNm: Lateral reticular nucleus, magnocellular part"
1192,"corpus callosum, anterior forceps",fa,956,1193,776.0,corpus callosum,cc,"fa: corpus callosum, anterior forceps"
1058,Uvula (IX),UVU,957,1059,645.0,Vermal regions,VERM,UVU: Uvula (IX)
711,Epithalamus,EPI,958,712,856.0,"Thalamus, polymodal association cortex related",DORpm,EPI: Epithalamus
151,"Ventral auditory area, layer 1",AUDv1,959,152,1018.0,Ventral auditory area,AUDv,"AUDv1: Ventral auditory area, layer 1"
1171,cerebellum related fiber tracts,cbf,960,1172,1009.0,fiber tracts,fiber tracts,cbf: cerebellum related fiber tracts
416,Piriform area,PIR,961,417,698.0,Olfactory areas,OLF,PIR: Piriform area
26,"Secondary motor area, layer 2/3",MOs2/3,962,27,993.0,Secondary motor area,MOs,"MOs2/3: Secondary motor area, layer 2/3"
983,"Lateral reticular nucleus, parvicellular part",LRNp,963,984,235.0,Lateral reticular nucleus,LRN,"LRNp: Lateral reticular nucleus, parvicellular part"
1194,"corpus callosum, extreme capsule",ee,964,1195,776.0,corpus callosum,cc,"ee: corpus callosum, extreme capsule"
300,"Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3,965,301,894.0,"Retrosplenial area, lateral agranular part",RSPagl,"RSPagl2/3: Retrosplenial area, lateral agranular part, layer 2/3"
560,"Endopiriform nucleus, ventral part",EPv,966,561,942.0,Endopiriform nucleus,EP,"EPv: Endopiriform nucleus, ventral part"
1102,cranial nerves,cm,967,1103,1009.0,fiber tracts,fiber tracts,cm: cranial nerves
1062,Nodulus (X),NOD,968,1063,645.0,Vermal regions,VERM,NOD: Nodulus (X)
273,"Orbital area, ventrolateral part, layer 1",ORBvl1,969,274,746.0,"Orbital area, ventrolateral part",ORBvl,"ORBvl1: Orbital area, ventrolateral part, layer 1"
991,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,970,992,938.0,Paragigantocellular reticular nucleus,PGRN,"PGRNd: Paragigantocellular reticular nucleus, dorsal part"
1196,"corpus callosum, posterior forceps",fp,971,1197,776.0,corpus callosum,cc,"fp: corpus callosum, posterior forceps"
238,Prelimbic area,PL,972,239,315.0,Isocortex,Isocortex,PL: Prelimbic area
180,"Lateral visual area, layer 2/3",VISl2/3,973,181,409.0,Lateral visual area,VISl,"VISl2/3: Lateral visual area, layer 2/3"
76,"Primary somatosensory area, mouth, layer 5",SSp-m5,974,77,345.0,"Primary somatosensory area, mouth",SSp-m,"SSp-m5: Primary somatosensory area, mouth, layer 5"
856,Edinger-Westphal nucleus,EW,975,857,323.0,"Midbrain, motor related",MBmot,EW: Edinger-Westphal nucleus
1025,Lobule II,CENT2,976,1026,920.0,Central lobule,CENT,CENT2: Lobule II
377,Ectorhinal area/Layer 6a,ECT6a,977,378,895.0,Ectorhinal area,ECT,ECT6a: Ectorhinal area/Layer 6a
992,"Paragigantocellular reticular nucleus, lateral part",PGRNl,978,993,938.0,Paragigantocellular reticular nucleus,PGRN,"PGRNl: Paragigantocellular reticular nucleus, lateral part"
1197,"corpus callosum, rostrum",ccr,979,1198,776.0,corpus callosum,cc,"ccr: corpus callosum, rostrum"
780,Dorsal premammillary nucleus,PMd,980,781,467.0,Hypothalamic medial zone,MEZ,PMd: Dorsal premammillary nucleus
52,"Primary somatosensory area, barrel field, layer 1",SSp-bfd1,981,53,329.0,"Primary somatosensory area, barrel field",SSp-bfd,"SSp-bfd1: Primary somatosensory area, barrel field, layer 1"
490,Fasciola cinerea,FC,982,491,1080.0,Hippocampal region,HIP,FC: Fasciola cinerea
1190,lateral forebrain bundle system,lfbs,983,1191,1009.0,fiber tracts,fiber tracts,lfbs: lateral forebrain bundle system
1029,Lobule III,CENT3,984,1030,920.0,Central lobule,CENT,CENT3: Lobule III
18,Primary motor area,MOp,985,19,500.0,Somatomotor areas,MO,MOp: Primary motor area
1199,"corpus callosum, splenium",ccs,986,1200,776.0,corpus callosum,cc,"ccs: corpus callosum, splenium"
906,"Pons, motor related",P-mot,987,907,771.0,Pons,P,"P-mot: Pons, motor related"
376,Ectorhinal area/Layer 5,ECT5,988,377,895.0,Ectorhinal area,ECT,ECT5: Ectorhinal area/Layer 5
1097,Fastigial nucleus,FN,989,1098,519.0,Cerebellar nuclei,CBN,FN: Fastigial nucleus
153,"Ventral auditory area, layer 4",AUDv4,990,154,1018.0,Ventral auditory area,AUDv,"AUDv4: Ventral auditory area, layer 4"
1238,medial forebrain bundle system,mfbs,991,1239,1009.0,fiber tracts,fiber tracts,mfbs: medial forebrain bundle system
1034,Lobule IV,CUL4,992,1035,928.0,Culmen,CUL,CUL4: Lobule IV
24,Secondary motor area,MOs,993,25,500.0,Somatomotor areas,MO,MOs: Secondary motor area
1206,corticobulbar tract,cbt,994,1207,784.0,corticospinal tract,cst,cbt: corticobulbar tract
997,Paramedian reticular nucleus,PMR,995,998,370.0,"Medulla, motor related",MY-mot,PMR: Paramedian reticular nucleus
280,"Agranular insular area, dorsal part, layer 1",AId1,996,281,104.0,"Agranular insular area, dorsal part",AId,"AId1: Agranular insular area, dorsal part, layer 1"
0,root,root,997,1,,,,root: root
576,Fundus of striatum,FS,998,577,493.0,Striatum ventral region,STRv,FS: Fundus of striatum
497,"Entorhinal area, lateral part, layer 2/3",ENTl2/3,999,498,918.0,"Entorhinal area, lateral part",ENTl,"ENTl2/3: Entorhinal area, lateral part, layer 2/3"
1218,extrapyramidal fiber systems,eps,1000,1219,1009.0,fiber tracts,fiber tracts,eps: extrapyramidal fiber systems
1038,Lobule V,CUL5,1001,1039,928.0,Culmen,CUL,CUL5: Lobule V
136,Primary auditory area,AUDp,1002,137,247.0,Auditory areas,AUD,AUDp: Primary auditory area
1205,corticopontine tract,cpt,1003,1206,784.0,corticospinal tract,cst,cpt: corticopontine tract
781,Ventral premammillary nucleus,PMv,1004,782,467.0,Hypothalamic medial zone,MEZ,PMv: Ventral premammillary nucleus
142,"Primary auditory area, layer 6b",AUDp6b,1005,143,1002.0,Primary auditory area,AUDp,"AUDp6b: Primary auditory area, layer 6b"
87,"Primary somatosensory area, trunk, layer 1",SSp-tr1,1006,88,361.0,"Primary somatosensory area, trunk",SSp-tr,"SSp-tr1: Primary somatosensory area, trunk, layer 1"
1067,Simple lobule,SIM,1007,1068,1073.0,Hemispheric regions,HEM,SIM: Simple lobule
657,"Geniculate group, dorsal thalamus",GENd,1008,658,864.0,"Thalamus, sensory-motor cortex related",DORsm,"GENd: Geniculate group, dorsal thalamus"
1101,fiber tracts,fiber tracts,1009,1102,997.0,root,root,fiber tracts: fiber tracts
117,"Visceral area, layer 4",VISC4,1010,118,677.0,Visceral area,VISC,"VISC4: Visceral area, layer 4"
122,Dorsal auditory area,AUDd,1011,123,247.0,Auditory areas,AUD,AUDd: Dorsal auditory area
1204,corticorubral tract,crt,1012,1205,784.0,corticospinal tract,cst,crt: corticorubral tract
704,"Geniculate group, ventral thalamus",GENv,1014,705,856.0,"Thalamus, polymodal association cortex related",DORpm,"GENv: Geniculate group, ventral thalamus"
229,"Anterior cingulate area, dorsal part, layer 5",ACAd5,1015,230,39.0,"Anterior cingulate area, dorsal part",ACAd,"ACAd5: Anterior cingulate area, dorsal part, layer 5"
1106,olfactory nerve layer of main olfactory bulb,onl,1016,1107,840.0,olfactory nerve,In,onl: olfactory nerve layer of main olfactory bulb
1071,Ansiform lobule,AN,1017,1072,1073.0,Hemispheric regions,HEM,AN: Ansiform lobule
150,Ventral auditory area,AUDv,1018,151,247.0,Auditory areas,AUD,AUDv: Ventral auditory area
1209,"corticospinal tract, crossed",cstc,1019,1210,784.0,corticospinal tract,cst,"cstc: corticospinal tract, crossed"
669,Posterior complex of the thalamus,PO,1020,670,138.0,Lateral group of the dorsal thalamus,LAT,PO: Posterior complex of the thalamus
28,"Secondary motor area, layer 6a",MOs6a,1021,29,993.0,Secondary motor area,MOs,"MOs6a: Secondary motor area, layer 6a"
610,"Globus pallidus, external segment",GPe,1022,611,818.0,"Pallidum, dorsal region",PALd,"GPe: Globus pallidus, external segment"
154,"Ventral auditory area, layer 5",AUDv5,1023,155,1018.0,Ventral auditory area,AUDv,"AUDv5: Ventral auditory area, layer 5"
1304,grooves,grv,1024,1305,997.0,root,root,grv: grooves
1080,Paramedian lobule,PRM,1025,1081,1073.0,Hemispheric regions,HEM,PRM: Paramedian lobule
85,"Primary somatosensory area, upper limb, layer 6b",SSp-ul6b,1026,86,369.0,"Primary somatosensory area, upper limb",SSp-ul,"SSp-ul6b: Primary somatosensory area, upper limb, layer 6b"
143,Posterior auditory area,AUDpo,1027,144,247.0,Auditory areas,AUD,AUDpo: Posterior auditory area
1210,"corticospinal tract, uncrossed",cstu,1028,1211,784.0,corticospinal tract,cst,"cstu: corticospinal tract, uncrossed"
670,Posterior limiting nucleus of the thalamus,POL,1029,671,138.0,Lateral group of the dorsal thalamus,LAT,POL: Posterior limiting nucleus of the thalamus
66,"Primary somatosensory area, lower limb, layer 1",SSp-ll1,1030,67,337.0,"Primary somatosensory area, lower limb",SSp-ll,"SSp-ll1: Primary somatosensory area, lower limb, layer 1"
611,"Globus pallidus, internal segment",GPi,1031,612,818.0,"Pallidum, dorsal region",PALd,"GPi: Globus pallidus, internal segment"
1305,grooves of the cerebral cortex,grv of CTX,1032,1306,1024.0,grooves,grv,grv of CTX: grooves of the cerebral cortex
1084,Copula pyramidis,COPY,1033,1085,1073.0,Hemispheric regions,HEM,COPY: Copula pyramidis
401,"Taenia tecta, dorsal part, layer 1",TTd1,1034,402,597.0,"Taenia tecta, dorsal part",TTd,"TTd1: Taenia tecta, dorsal part, layer 1"
103,"Supplemental somatosensory area, layer 4",SSs4,1035,104,378.0,Supplemental somatosensory area,SSs,"SSs4: Supplemental somatosensory area, layer 4"
1203,corticotectal tract,cte,1036,1204,784.0,corticospinal tract,cst,cte: corticotectal tract
527,Postsubiculum,POST,1037,528,822.0,Retrohippocampal region,RHP,POST: Postsubiculum
56,"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,1038,57,329.0,"Primary somatosensory area, barrel field",SSp-bfd,"SSp-bfd6a: Primary somatosensory area, barrel field, layer 6a"
945,Gracile nucleus,GR,1039,946,720.0,Dorsal column nuclei,DCN,GR: Gracile nucleus
1310,grooves of the cerebellar cortex,grv of CBX,1040,1311,1024.0,grooves,grv,grv of CBX: grooves of the cerebellar cortex
1088,Paraflocculus,PFL,1041,1089,1073.0,Hemispheric regions,HEM,PFL: Paraflocculus
402,"Taenia tecta, dorsal part, layer 2",TTd2,1042,403,597.0,"Taenia tecta, dorsal part",TTd,"TTd2: Taenia tecta, dorsal part, layer 2"
1229,crossed tectospinal pathway,tspc,1043,1230,877.0,tectospinal pathway,tsp,tspc: crossed tectospinal pathway
656,Peripeduncular nucleus,PP,1044,657,864.0,"Thalamus, sensory-motor cortex related",DORsm,PP: Peripeduncular nucleus
378,Ectorhinal area/Layer 6b,ECT6b,1045,379,895.0,Ectorhinal area,ECT,ECT6b: Ectorhinal area/Layer 6b
176,"Anteromedial visual area, layer 6a",VISam6a,1046,177,394.0,Anteromedial visual area,VISam,"VISam6a: Anteromedial visual area, layer 6a"
54,"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,1047,55,329.0,"Primary somatosensory area, barrel field",SSp-bfd,"SSp-bfd4: Primary somatosensory area, barrel field, layer 4"
975,Gigantocellular reticular nucleus,GRN,1048,976,370.0,"Medulla, motor related",MY-mot,GRN: Gigantocellular reticular nucleus
1092,Flocculus,FL,1049,1093,1073.0,Hemispheric regions,HEM,FL: Flocculus
403,"Taenia tecta, dorsal part, layer 3",TTd3,1050,404,597.0,"Taenia tecta, dorsal part",TTd,"TTd3: Taenia tecta, dorsal part, layer 3"
1227,direct tectospinal pathway,tspd,1051,1228,877.0,tectospinal pathway,tsp,tspd: direct tectospinal pathway
867,Pedunculopontine nucleus,PPN,1052,868,348.0,"Midbrain, behavioral state related",MBsta,PPN: Pedunculopontine nucleus
222,"Anterior cingulate area, layer 2/3",ACA2/3,1053,223,31.0,Anterior cingulate area,ACA,"ACA2/3: Anterior cingulate area, layer 2/3"
250,"Infralimbic area, layer 6a",ILA6a,1054,251,44.0,Infralimbic area,ILA,"ILA6a: Infralimbic area, layer 6a"
1306,endorhinal groove,eg,1055,1307,1032.0,grooves of the cerebral cortex,grv of CTX,eg: endorhinal groove
1072,Crus 1,ANcr1,1056,1073,1017.0,Ansiform lobule,AN,ANcr1: Crus 1
107,Gustatory areas,GU,1057,108,315.0,Isocortex,Isocortex,GU: Gustatory areas
118,"Visceral area, layer 5",VISC5,1058,119,677.0,Visceral area,VISC,"VISC5: Visceral area, layer 5"
404,"Taenia tecta, dorsal part, layer 4",TTd4,1059,405,597.0,"Taenia tecta, dorsal part",TTd,"TTd4: Taenia tecta, dorsal part, layer 4"
1228,doral tegmental decussation,dtd,1060,1229,877.0,tectospinal pathway,tsp,dtd: doral tegmental decussation
